_ O
_ O
_ O
_ O
_ O
_ O
_ O
_ O
_ O
_ O
某 O
鱼 O
: O
  O
哎 O
呀 O
再 O
转 O
一 O
次 O
。 O
刚 O
才 O
还 O
在 O
跟 O
群 O
里 O
说 O
， O
几 O
年 O
前 O
宝 O
儿 O
头 O
一 O
次 O
跟 O
j O
j O
合 O
作 O
那 O
首 O
歌 O
， O
贴 O
的 O
片 O
子 O
就 O
叫 O
《 O
歌 B-MOVIE
舞 M-MOVIE
青 M-MOVIE
春 E-MOVIE
》 O
（ O
那 O
时 O
候 O
俩 O
人 O
还 O
不 O
太 O
熟 O
） O
， O
结 O
果 O
今 O
天 O
这 O
个 O
合 O
作 O
， O
又 O
把 O
梦 O
想 O
的 O
声 O
音 O
录 O
制 O
现 O
场 O
变 O
成 O
了 O
“ O
歌 O
舞 O
青 O
春 O
” O
， O
可 O
以 O
说 O
是 O
超 O
级 O
奇 O
妙 O
的 O
缘 O
分 O
惹 O
！ O

吼 O
可 O
爱 O
啊 O
我 O
君 O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
[ O
爱 O
你 O
] O
【 O
采 O
访 O
】 O
1 O
9 O
8 O
7 O
. O
0 O
3 O
. O
0 O
2 O
  O
邓 O
丽 O
君 O
、 O
钟 O
保 O
罗 O
  O
「 O
博 O
爱 O
欢 O
乐 O
传 O
万 O
家 O
‘ O
8 O
7 O
」 O
  O
百 O
度 O
邓 O
丽 O
君 O
贴 O
吧 O
  O
# O
哔 O
哩 O
哔 O
哩 O
# O
  O
h O
t O
t O
p O
: O
/ O
/ O
t O
. O
c O
n O
/ O
R O
j O
y O
d O
d O
n O
k O
  O
? O

看 O
过 O
《 O
大 O
闹 O
天 O
竺 O
》 O
我 O
的 O
评 O
分 O
： O
★ O
★ O
  O
没 O
有 O
深 O
度 O
、 O
情 O
节 O
牵 O
强 O
， O
企 O
图 O
复 O
制 O
“ O
人 O
在 O
囧 O
途 O
” O
系 O
列 O
而 O
演 O
员 O
演 O
技 O
却 O
流 O
于 O
表 O
面 O
。 O
片 O
尾 O
所 O
谓 O
的 O
“ O
致 O
敬 O
” O
才 O
是 O
全 O
片 O
唯 O
一 O
的 O
笑 O
点 O
吧 O
。 O
  O
大 O
闹 O
天 O
竺 O
? O
  O
( O
2 O
0 O
1 O
. O
. O
. O
  O
来 O
自 O
@ O
豆 O
瓣 O
A O
p O
p O
  O
? O

当 O
他 O
答 O
应 O
保 O
护 O
皇 O
室 O
姐 O
弟 O
莲 O
( O
刘 O
亦 O
菲 O
) O
和 O
昭 O
的 O
时 O
候 O
！ O
【 O
白 B-MOVIE
幽 M-MOVIE
灵 M-MOVIE
传 M-MOVIE
奇 M-MOVIE
之 M-MOVIE
绝 M-MOVIE
命 M-MOVIE
逃 M-MOVIE
亡 E-MOVIE
】 O
饱 O
受 O
战 O
争 O
折 O
磨 O
的 O
英 O
国 O
骑 O
士 O
雅 O
各 O
布 O
为 O
逃 O
离 O
十 O
字 O
军 O
战 O
争 O
的 O
痛 O
苦 O
记 O
忆 O
流 O
落 O
至 O
世 O
界 O
另 O
一 O
端 O
的 O
东 O
方 O
、 O
然 O
而 O
； O
星 O
( O
安 O
志 O
杰 O
) O
是 O
莲 O
的 O
皇 O
兄 O
。 O
他 O
发 O
现 O
自 O
己 O
在 O
遥 O
远 O
的 O
异 O
乡 O
再 O
掀 O
刀 O
光 O
剑 O
影 O
。 O
他 O
生 O
性 O
残 O
暴 O
； O
从 O
皇 O
位 O
继 O
承 O
人 O
昭 O
手 O
中 O
篡 O
夺 O
了 O
皇 O
位 O
。 O
江 O
山 O
社 O
稷 O
岌 O
岌 O
可 O
危 O
  O
? O

爱 O
， O
马 B-MOVIE
达 M-MOVIE
加 M-MOVIE
斯 M-MOVIE
加 M-MOVIE
的 M-MOVIE
企 M-MOVIE
鹅 E-MOVIE
你 O
们 O
可 O
以 O
再 O
潮 O
些 O
， O
夜 O
店 O
王 O
光 O
头 O
P O
叔 O
P O
i O
t O
b O
u O
l O
l O
献 O
唱 O
贱 O
萌 O
动 O
画 O
电 O
影 O
《 O
马 B-MOVIE
达 M-MOVIE
加 M-MOVIE
斯 M-MOVIE
加 M-MOVIE
的 M-MOVIE
企 M-MOVIE
鹅 E-MOVIE
》 O
主 O
题 O
曲 O
《 O
C O
e O
l O
e O
b O
r O
a O
t O
e O
》 O
M O
V O
首 O
播 O
： O
企 O
鹅 O
也 O
来 O
舞 O
曲 O
范 O
儿 O
！ O
  O
? O

每 O
天 O
都 O
被 O
自 O
己 O
的 O
宠 O
物 O
吐 O
槽 O
是 O
种 O
什 O
么 O
感 O
受 O
？ O
格 O
格 O
“ O
[ O
心 O
] O
污 O
” O
一 O
定 O
最 O
有 O
发 O
言 O
权 O
！ O
“ O
阿 O
兹 O
猫 O
” O
作 O
为 O
他 O
的 O
小 O
跟 O
班 O
， O
每 O
天 O
嫌 O
弃 O
主 O
人 O
一 O
万 O
遍 O
， O
内 O
心 O
戏 O
太 O
多 O
简 O
直 O
笑 O
哭 O
。 O
4 O
月 O
2 O
1 O
日 O
蓝 O
精 O
灵 O
： O
寻 O
找 O
神 O
秘 O
村 O
上 O
映 O
， O
猫 O
咪 O
抢 O
戏 O
， O
爆 O
笑 O
回 O
归 O
  O
? O

《 O
美 O
女 O
与 O
野 O
兽 O
》 O

/ O
/ O
@ O
王 O
钰 O
雯 O
v O
a O
n O
e O
s O
s O
a O
: O
@ O
电 O
影 O
1 O
8 O
2 O
8 O
出 O
品 O
方 O
  O
@ O
电 O
影 O
恋 O
恋 O
有 O
声 O
1 O
8 O
2 O
8 O
  O
人 O
生 O
最 O
重 O
要 O
的 O
十 O
年 O
， O
从 O
高 O
中 O
毕 O
业 O
考 O
大 O
学 O
开 O
始 O
， O
重 O
返 O
1 O
8 O
岁 O
你 O
依 O
然 O
会 O
选 O
择 O
现 O
在 O
的 O
大 O
学 O
？ O
现 O
在 O
的 O
专 O
业 O
？ O
在 O
这 O
几 O
年 O
选 O
择 O
现 O
在 O
或 O
曾 O
经 O
的 O
女 O
友 O
男 O
友 O
？ O
毕 O
业 O
选 O
择 O
现 O
在 O
的 O
城 O
市 O
？ O
现 O
在 O
的 O
工 O
作 O
？ O
@ O
倪 O
安 O
东 O
  O
# O
年 O
度 O
百 O
问 O
# O
  O
# O
钰 O
雯 O
正 O
能 O
量 O
# O

要 O
按 O
生 O
存 O
我 O
选 O
钢 B-MOVIE
铁 M-MOVIE
侠 E-MOVIE
和 O
奇 B-MOVIE
异 M-MOVIE
博 M-MOVIE
士 E-MOVIE
， O
按 O
精 O
神 O
层 O
面 O
！ O
请 O
把 O
荷 O
兰 O
弟 O
和 O
神 O
奇 O
女 O
侠 O
快 O
递 O
打 O
包 O
送 O
过 O
来 O
！ O
活 O
着 O
， O
不 O
存 O
在 O
的 O
/ O
/ O
@ O
白 O
小 O
宇 O
的 O
头 O
毛 O
: O
选 O
钢 O
铁 O
侠 O
和 O
奇 O
异 O
博 O
士 O
， O
又 O
有 O
钱 O
花 O
又 O
可 O
以 O
时 O
间 O
倒 O
流 O
， O
他 O
们 O
杀 O
得 O
了 O
我 O
吗 O
/ O
/ O
@ O
刷 O
电 O
影 O
老 O
太 O
太 O
: O
选 O
超 O
人 O
和 O
小 O
闪 O
， O
另 O
外 O
十 O
个 O
… O
… O
你 O
们 O
来 O
追 O
啊 O

” O
卫 O
生 O
巾 O
生 O
气 O
了 O
、 O
每 O
次 O
你 O
一 O
上 O
岗 O
： O
【 O
诡 O
打 O
墙 O
】 O
由 O
潘 O
辰 O
饰 O
演 O
的 O
苏 O
晓 O
萱 O
经 O
过 O
青 O
海 O
葬 O
墓 O
区 O
。 O
“ O
我 O
真 O
怕 O
你 O
。 O
  O
? O
? O
? O

电 O
影 O
《 O
大 B-MOVIE
茶 M-MOVIE
饭 E-MOVIE
》 O
香 O
港 O
举 O
行 O
首 O
映 O
礼 O
， O
阿 O
S O
a O
默 O
认 O
跟 O
陈 O
伟 O
霆 O
已 O
婚 O
， O
否 O
认 O
对 O
方 O
模 O
仿 O
韩 O
星 O
整 O
容 O
。 O
  O
阿 O
S O
a O
默 O
认 O
跟 O
陈 O
伟 O
霆 O
已 O
婚 O
  O
否 O
认 O
对 O
方 O
模 O
仿 O
韩 O
星 O
整 O
容 O
  O
1 O
4 O
1 O
1 O
0 O
4 O
  O
? O
? O
? O

杜 O
江 O
为 O
了 O
电 O
影 O
男 O
扮 O
女 O
装 O
也 O
是 O
豁 O
得 O
出 O
去 O
了 O
， O
电 O
影 O
结 O
尾 O
根 O
据 O
真 O
实 O
事 O
件 O
改 O
编 O
也 O
是 O
够 O
虐 O
狗 O
。 O
社 O
会 O
社 O
会 O
[ O
喵 O
喵 O
] O
[ O
喵 O
喵 O
] O
其 O
他 O
统 O
统 O
不 O
评 O
价 O
# O
高 O
跟 O
鞋 O
先 O
生 O
# O
  O
? O

追 O
踪 O
马 O
苏 O
比 O
拉 O
米 O

高 O
圣 O
远 O
新 O
戏 O
《 O
别 O
有 O
动 O
机 O
》 O
开 O
豪 O
车 O
狂 O
飙 O
秀 O
车 O
技 O
， O
赞 O
老 O
婆 O
周 O
迅 O
厨 O
艺 O
越 O
来 O
越 O
棒 O
最 O
爱 O
吃 O
排 O
骨 O
。 O
  O
高 O
圣 O
远 O
新 O
戏 O
开 O
豪 O
车 O
狂 O
飙 O
  O
赞 O
周 O
迅 O
厨 O
艺 O
最 O
爱 O
吃 O
排 O
骨 O
  O
1 O
4 O
1 O
0 O
1 O
7 O
  O
? O
? O
? O

/ O
/ O
@ O
音 O
乐 O
班 O
叶 O
湘 O
伦 O
: O
五 O
月 O
天 O
周 O
杰 O
伦 O
  O
《 O
听 O
见 O
下 O
雨 O
的 O
声 O
音 O
》 O
这 O
是 O
官 O
方 O
完 O
整 O
版 O
视 O
频 O
[ O
太 O
开 O
心 O
] O

火 O
的 O
太 O
快 O
[ O
允 O
悲 O
] O
/ O
/ O
@ O
多 O
肉 O
小 O
姐 O
- O
h O
e O
r O
e O
: O
/ O
/ O
@ O
煎 O
蛋 O
L O
i O
U O
: O
竟 O
然 O
被 O
全 O
有 O
发 O
了 O
[ O
允 O
悲 O
] O
/ O
/ O
@ O
梦 O
晓 O
熙 O
儿 O
: O
右 O
边 O
[ O
笑 O
c O
r O
y O
] O
/ O
/ O
@ O
卧 O
底 O
巨 O
星 O
电 O
影 O
官 O
微 O
: O
竟 O
然 O
有 O
人 O
在 O
电 O
影 O
# O
卧 O
底 O
巨 O
星 O
# O
的 O
路 O
演 O
上 O
对 O
我 O
们 O
豹 O
哥 O
陈 O
奕 O
迅 O
做 O
这 O
种 O
事 O
情 O
， O
请 O
问 O
: O
包 O
月 O
送 O
普 O
拉 O
提 O
吗 O
？ O
/ O
/ O
@ O
回 O
忆 O
专 O
用 O
小 O
马 O
甲 O
: O
哈 O
哈 O
哈 O
哈 O
干 O
一 O
行 O
爱 O
一 O
行 O
/ O
/ O
@ O
我 O
的 O
朋 O
友 O
是 O
个 O
呆 O
B O
: O
买 O
课 O
送 O
一 O
节 O
普 O
拉 O
提 O
哈 O
～ O

# O
看 O
过 O
《 O
魔 B-MOVIE
弦 M-MOVIE
传 M-MOVIE
说 E-MOVIE
》 O
# O
  O
我 O
的 O
评 O
分 O
： O
★ O
★ O
★ O
★ O
★ O
  O
竟 O
然 O
是 O
定 O
格 O
动 O
画 O
！ O
  O
h O
t O
t O
p O
: O
/ O
/ O
t O
. O
c O
n O
/ O
R O
q O
L O
M O
O O
I O
C O
  O
来 O
自 O
  O
? O

从 O
来 O
没 O
有 O
什 O
么 O
孙 O
悟 O
空 O
， O
也 O
没 O
有 O
什 O
么 O
西 O
游 O
记 O
， O
师 O
徒 O
五 O
人 O
， O
其 O
实 O
只 O
有 O
唐 O
僧 O
， O
其 O
他 O
四 O
个 O
， O
都 O
是 O
唐 O
僧 O
的 O
心 O
魔 O
。 O
途 O
中 O
的 O
磨 O
难 O
， O
都 O
是 O
唐 O
僧 O
内 O
心 O
的 O
磨 O
砺 O
— O
— O
  O
定 O
住 O
心 O
猿 O
则 O
悟 O
空 O
， O
拴 O
住 O
意 O
马 O
便 O
化 O
龙 O
， O
戒 O
贪 O
戒 O
色 O
共 O
八 O
戒 O
， O
戒 O
杀 O
戒 O
嗔 O
是 O
悟 O
净 O
， O
身 O
心 O
纯 O
净 O
朝 O
佛 O
祖 O
， O
心 O
之 O
所 O
在 O
即 O
西 O
天 O
。 O

分 O
享 O
单 O
曲 O
： O
【 O
取 O
经 O
计 O
划 O
· O
原 O
创 O
】 O
新 O
· O
九 O
九 O
八 O
十 O
一 O
（ O
官 O
方 O
优 O
化 O
版 O
） O
  O
（ O
分 O
  O
? O

昨 O
